statefips,fips,census_region,year,g,treat,rel_year,pct_insured_total,pct_insured_male,pct_insured_female,pct_uninsured_total,pct_uninsured_male,pct_uninsured_female
01,01001,South,2008,NA,FALSE,-15,45.8,43.2,48.2,13.9,14.4,13.4
01,01003,South,2008,NA,FALSE,-15,41.7,38.4,44.9,16.5,17.5,15.4
01,01005,South,2008,NA,FALSE,-15,56.7,52.9,60.1,19.9,21.7,18.2
01,01007,South,2008,NA,FALSE,-15,53.2,50.9,55.4,19.6,19.6,19.6
01,01009,South,2008,NA,FALSE,-15,47.1,44.5,49.7,21,21.9,20.1
01,01011,South,2008,NA,FALSE,-15,60.7,57.4,63.7,22.3,23.7,20.9
01,01013,South,2008,NA,FALSE,-15,58.6,55.8,61,18.9,19.7,18.2
01,01015,South,2008,NA,FALSE,-15,51.7,49,54.3,16.8,17.3,16.3
01,01017,South,2008,NA,FALSE,-15,57.6,54.7,60.3,18.9,20.3,17.7
01,01019,South,2008,NA,FALSE,-15,55.1,51.8,58.3,18.3,19.6,17.1
01,01021,South,2008,NA,FALSE,-15,50.6,47.3,53.8,20.4,21.4,19.4
01,01023,South,2008,NA,FALSE,-15,58,54.7,60.8,17.3,18.7,16.2
01,01025,South,2008,NA,FALSE,-15,51.8,49.2,54.2,18.2,18,18.4
01,01027,South,2008,NA,FALSE,-15,58.7,56,61.5,18,18.8,17.1
01,01029,South,2008,NA,FALSE,-15,55,52.3,57.8,19.3,20.6,17.9
01,01031,South,2008,NA,FALSE,-15,48.7,47,50.4,16.6,16.4,16.8
01,01033,South,2008,NA,FALSE,-15,51.5,48.2,54.6,16.6,17.5,15.8
01,01035,South,2008,NA,FALSE,-15,64.4,61.6,66.8,16.9,18.1,15.8
01,01037,South,2008,NA,FALSE,-15,60.7,58.5,62.8,16.7,17.5,16
01,01039,South,2008,NA,FALSE,-15,56.5,53.1,59.7,17.9,19.4,16.5
01,01041,South,2008,NA,FALSE,-15,57,53.9,59.9,20.3,21.6,19.1
01,01043,South,2008,NA,FALSE,-15,50.8,47.8,53.9,19.6,20.6,18.5
01,01045,South,2008,NA,FALSE,-15,54.1,51,57,15.3,16.2,14.6
01,01047,South,2008,NA,FALSE,-15,60.1,57.4,62.3,17.4,17.8,17.1
01,01049,South,2008,NA,FALSE,-15,54.7,51.3,58.1,22.4,24,20.8
01,01051,South,2008,NA,FALSE,-15,43.8,40.9,46.5,15.7,16.2,15.3
01,01053,South,2008,NA,FALSE,-15,53.2,49.5,56.8,22.1,24.1,20
01,01055,South,2008,NA,FALSE,-15,52,49.6,54.3,17.9,18.4,17.4
01,01057,South,2008,NA,FALSE,-15,58.4,55.4,61.5,17.7,18.9,16.5
01,01059,South,2008,NA,FALSE,-15,55.5,52.4,58.8,21.5,23.5,19.4
01,01061,South,2008,NA,FALSE,-15,57.9,55.9,59.8,19.6,20,19.1
01,01063,South,2008,NA,FALSE,-15,65.6,62.2,68.4,18.1,19.7,16.8
01,01065,South,2008,NA,FALSE,-15,59.8,56.2,63.1,19.2,20.9,17.6
01,01067,South,2008,NA,FALSE,-15,53.4,50.8,55.9,17.6,18.1,17.2
01,01069,South,2008,NA,FALSE,-15,48,44.9,50.9,16.4,16.7,16.2
01,01071,South,2008,NA,FALSE,-15,54.9,53.3,56.5,17.5,17.6,17.4
01,01073,South,2008,NA,FALSE,-15,44.7,41.2,47.9,14.9,16,13.8
01,01075,South,2008,NA,FALSE,-15,59.3,57.2,61.5,18.2,18.8,17.6
01,01077,South,2008,NA,FALSE,-15,49.1,46.8,51.3,16.5,16.4,16.5
01,01079,South,2008,NA,FALSE,-15,52.7,50.1,55.1,17.5,18.3,16.7
01,01081,South,2008,NA,FALSE,-15,51.4,49,53.8,13.1,13.7,12.4
01,01083,South,2008,NA,FALSE,-15,43.8,40.9,46.6,16,16.9,15.1
01,01085,South,2008,NA,FALSE,-15,61.2,57.6,64.2,18.1,19.8,16.6
01,01087,South,2008,NA,FALSE,-15,63.1,60.5,65.2,16.4,17,15.9
01,01089,South,2008,NA,FALSE,-15,38,35,40.9,13.3,13.7,13
01,01091,South,2008,NA,FALSE,-15,56.3,53.4,58.9,16.4,16.8,16
01,01093,South,2008,NA,FALSE,-15,60.4,57.2,63.6,18,19.6,16.5
01,01095,South,2008,NA,FALSE,-15,49.6,47.8,51.4,21.3,21.2,21.3
01,01097,South,2008,NA,FALSE,-15,48.5,44.8,51.9,18.5,20,17.1
01,01099,South,2008,NA,FALSE,-15,54,51.2,56.5,18,18.9,17.1
01,01101,South,2008,NA,FALSE,-15,48.5,45,51.5,14.1,15,13.4
01,01103,South,2008,NA,FALSE,-15,44.4,41.8,46.9,16.8,17.2,16.5
01,01105,South,2008,NA,FALSE,-15,64.3,61.6,66.4,19.6,20.2,19.2
01,01107,South,2008,NA,FALSE,-15,57.7,54.5,60.5,18.4,19.3,17.5
01,01109,South,2008,NA,FALSE,-15,56.9,53.2,60.3,18.2,20,16.6
01,01111,South,2008,NA,FALSE,-15,56.3,53.9,58.6,20.2,20.8,19.8
01,01113,South,2008,NA,FALSE,-15,56.6,53.8,59,19.7,20.3,19.2
01,01115,South,2008,NA,FALSE,-15,46.2,43.3,49.1,16.9,17.5,16.3
01,01117,South,2008,NA,FALSE,-15,31.9,29.6,34.2,10,10.2,9.9
01,01119,South,2008,NA,FALSE,-15,66.5,63.9,68.7,18.3,19.2,17.4
01,01121,South,2008,NA,FALSE,-15,55.9,53.2,58.4,15.9,16.4,15.4
01,01123,South,2008,NA,FALSE,-15,54.8,51.9,57.6,16.4,17.1,15.7
01,01125,South,2008,NA,FALSE,-15,47.9,44.5,51.3,14,14.5,13.5
01,01127,South,2008,NA,FALSE,-15,54.1,51.8,56.3,18.5,18.7,18.3
01,01129,South,2008,NA,FALSE,-15,54.4,51.2,57.6,16.7,18.2,15.3
01,01131,South,2008,NA,FALSE,-15,62.7,60.7,64.3,21.1,21.5,20.7
01,01133,South,2008,NA,FALSE,-15,59.3,56.9,61.8,19,20.3,17.8
02,02013,West,2008,2016,FALSE,-8,34.3,32.9,37.3,28.7,30.1,25.7
02,02016,West,2008,2016,FALSE,-8,34.9,33.8,36.9,25.2,26.9,21.9
02,02020,West,2008,2016,FALSE,-8,31.3,28.7,34,14.9,15.3,14.5
02,02050,West,2008,2016,FALSE,-8,48.6,45.9,51.5,28.6,30.6,26.5
02,02060,West,2008,2016,FALSE,-8,27,25,29.2,21.4,22.1,20.7
02,02068,West,2008,2016,FALSE,-8,27.8,25.2,31,18.6,18.5,18.6
02,02070,West,2008,2016,FALSE,-8,39.1,36.3,42.1,29.9,31.4,28.1
02,02090,West,2008,2016,FALSE,-8,34.9,32.7,37.3,16.4,16.8,16
02,02100,West,2008,2016,FALSE,-8,35,32.5,37.5,22.4,23.1,21.6
02,02105,West,2008,2016,FALSE,-8,36.9,34.1,40.2,27.4,28.5,26.1
02,02110,West,2008,2016,FALSE,-8,27.7,25,30.6,15,15.6,14.4
02,02122,West,2008,2016,FALSE,-8,32.2,29.6,35,20.7,20.8,20.6
02,02130,West,2008,2016,FALSE,-8,33.3,30.2,36.6,18.9,19.5,18.3
02,02150,West,2008,2016,FALSE,-8,33.6,30.8,36.9,22.7,24.1,21.1
02,02164,West,2008,2016,FALSE,-8,32.9,30,36.2,36.6,37.4,35.6
02,02170,West,2008,2016,FALSE,-8,30.8,28.6,33.3,19.9,19.8,20
02,02180,West,2008,2016,FALSE,-8,40.8,38,43.9,29.9,31.8,27.7
02,02185,West,2008,2016,FALSE,-8,32.5,29.6,35.7,22,23.2,20.6
02,02188,West,2008,2016,FALSE,-8,37.1,33.5,41.3,27.6,28.7,26.2
02,02201,West,2008,2016,FALSE,-8,38.3,35.1,42.3,26.9,28.3,25.1
02,02220,West,2008,2016,FALSE,-8,30.4,28.3,32.8,19.7,20.4,19
02,02230,West,2008,2016,FALSE,-8,31.1,29.5,32.8,16.8,17.1,16.4
02,02240,West,2008,2016,FALSE,-8,35,32,38.4,28.1,29.4,26.6
02,02261,West,2008,2016,FALSE,-8,30.2,28.5,32.2,20,20.3,19.6
02,02270,West,2008,2016,FALSE,-8,53.9,50.5,57.7,34.8,37.2,32.1
02,02280,West,2008,2016,FALSE,-8,33.3,31,35.7,21.6,22.4,20.7
02,02282,West,2008,2016,FALSE,-8,31.3,28.4,35.1,27.8,28.5,26.9
02,02290,West,2008,2016,FALSE,-8,43,39.9,46.9,30.6,33,27.7
04,04001,West,2008,2014,FALSE,-6,57,56,58,25.9,25.9,25.8
04,04003,West,2008,2014,FALSE,-6,49.4,45.3,53,17.7,19.6,15.9
04,04005,West,2008,2014,FALSE,-6,42.9,40.1,45.8,21.9,23.3,20.5
04,04007,West,2008,2014,FALSE,-6,53.1,50.6,55.3,18.9,19.7,18.2
04,04009,West,2008,2014,FALSE,-6,53.8,50.8,56.7,20.3,21.5,19.2
04,04011,West,2008,2014,FALSE,-6,47.1,43.7,50.9,16.9,17.3,16.4
04,04012,West,2008,2014,FALSE,-6,55.3,52.9,57.6,25.1,26.3,23.9
04,04013,West,2008,2014,FALSE,-6,38.7,35.3,42.2,19.3,21.4,17.1
04,04015,West,2008,2014,FALSE,-6,52.4,49,55.7,21.5,23.7,19.4
04,04017,West,2008,2014,FALSE,-6,54.1,51.1,57,23.2,24.9,21.6
04,04019,West,2008,2014,FALSE,-6,44.6,41.2,48,18,19.5,16.5
04,04021,West,2008,2014,FALSE,-6,45.4,41.2,49.6,20.6,22.4,18.9
04,04023,West,2008,2014,FALSE,-6,48.7,45.1,51.7,29.4,31,28
04,04025,West,2008,2014,FALSE,-6,45.3,41.3,49.2,20.5,23,18
04,04027,West,2008,2014,FALSE,-6,51.4,47.9,54.5,25.8,27.5,24.2
05,05001,South,2008,2014,FALSE,-6,50.5,47.6,53.1,21.5,22.5,20.6
05,05003,South,2008,2014,FALSE,-6,51.2,48.4,53.8,20.8,21.4,20.3
05,05005,South,2008,2014,FALSE,-6,50.5,48.3,52.5,23.3,23.8,22.8
05,05007,South,2008,2014,FALSE,-6,37.9,36.3,39.5,20.8,21,20.5
05,05009,South,2008,2014,FALSE,-6,52.3,50.6,53.9,22.1,21.8,22.3
05,05011,South,2008,2014,FALSE,-6,51.6,48.5,55,28,29.9,25.9
05,05013,South,2008,2014,FALSE,-6,48,46,49.9,28,28.1,27.9
05,05015,South,2008,2014,FALSE,-6,46.7,44.8,48.6,29.9,30.5,29.3
05,05017,South,2008,2014,FALSE,-6,61.9,58.9,64.4,23.1,24.2,22.2
05,05019,South,2008,2014,FALSE,-6,51.6,50.2,53.1,22.2,22,22.4
05,05021,South,2008,2014,FALSE,-6,56.2,54,58.3,24.8,25.7,24
05,05023,South,2008,2014,FALSE,-6,49.4,46.6,52.1,24.6,25.9,23.4
05,05025,South,2008,2014,FALSE,-6,48.1,45.6,50.5,23.9,24.5,23.4
05,05027,South,2008,2014,FALSE,-6,50.9,48.6,53.1,21.3,21.5,21.2
05,05029,South,2008,2014,FALSE,-6,52.5,51.2,53.8,22.2,21.7,22.7
05,05031,South,2008,2014,FALSE,-6,47.3,45.8,48.7,21.5,20.7,22.4
05,05033,South,2008,2014,FALSE,-6,49.9,48.5,51.4,22.5,22.4,22.6
05,05035,South,2008,2014,FALSE,-6,51.4,48.8,53.7,22.1,22.2,22.1
05,05037,South,2008,2014,FALSE,-6,50.3,48.1,52.3,25.2,25.6,24.9
05,05039,South,2008,2014,FALSE,-6,53,50.2,55.7,25.6,27.1,24.2
05,05041,South,2008,2014,FALSE,-6,53.4,51.3,55.3,25.5,25.9,25.2
05,05043,South,2008,2014,FALSE,-6,50.4,47.7,53,23.5,23.9,23.1
05,05045,South,2008,2014,FALSE,-6,44.9,43.7,46.1,18.1,17.4,18.8
05,05047,South,2008,2014,FALSE,-6,52.4,50.1,54.7,23.7,24,23.3
05,05049,South,2008,2014,FALSE,-6,58.7,57,60.2,24.7,25.2,24.1
05,05051,South,2008,2014,FALSE,-6,44.4,41.2,47.4,24.9,26,23.9
05,05053,South,2008,2014,FALSE,-6,45.7,44.4,47,20.4,20.1,20.8
05,05055,South,2008,2014,FALSE,-6,53.9,51.4,56.4,21.3,21.8,20.9
05,05057,South,2008,2014,FALSE,-6,51.9,50.2,53.7,27.1,27.7,26.5
05,05059,South,2008,2014,FALSE,-6,52.2,50.7,53.7,22.7,22.6,22.7
05,05061,South,2008,2014,FALSE,-6,53.2,50.5,56,24.3,25.5,23.1
05,05063,South,2008,2014,FALSE,-6,54.3,52.6,55.9,20.5,20.6,20.4
05,05065,South,2008,2014,FALSE,-6,56.7,54.5,58.7,25,26.3,23.8
05,05067,South,2008,2014,FALSE,-6,56.9,55.6,58.1,23.7,23.6,23.8
05,05069,South,2008,2014,FALSE,-6,49.8,47.2,52,21.5,21.9,21.2
05,05071,South,2008,2014,FALSE,-6,54.7,52.1,57.3,25,26,24
05,05073,South,2008,2014,FALSE,-6,56.9,54.5,59.2,25.7,26.8,24.7
05,05075,South,2008,2014,FALSE,-6,57.6,54.9,60.3,25.1,26.6,23.5
05,05077,South,2008,2014,FALSE,-6,58.8,56.8,60.4,26.6,27.6,25.9
05,05079,South,2008,2014,FALSE,-6,51.1,48.9,53.1,25.9,26.2,25.7
05,05081,South,2008,2014,FALSE,-6,52,49.7,54.2,21.5,22,21.1
05,05083,South,2008,2014,FALSE,-6,55.4,53.9,57.1,23.1,23.4,22.8
05,05085,South,2008,2014,FALSE,-6,41.4,39.7,43.1,21.2,20.3,22
05,05087,South,2008,2014,FALSE,-6,52.3,50.4,54.2,27.1,27.8,26.5
05,05089,South,2008,2014,FALSE,-6,58.1,57.2,59,22.4,22.1,22.8
05,05091,South,2008,2014,FALSE,-6,47.7,45.9,49.4,23,22.2,23.7
05,05093,South,2008,2014,FALSE,-6,52.5,50.3,54.4,23.4,23.3,23.5
05,05095,South,2008,2014,FALSE,-6,56,54.6,57.3,26.6,26.4,26.8
05,05097,South,2008,2014,FALSE,-6,51.1,48.9,53.3,30.1,30.8,29.4
05,05099,South,2008,2014,FALSE,-6,56.2,53.9,58.5,24.5,25.5,23.5
05,05101,South,2008,2014,FALSE,-6,56,54.7,57.3,29.9,30.5,29.4
05,05103,South,2008,2014,FALSE,-6,53.2,50.7,55.6,21.5,21.7,21.3
05,05105,South,2008,2014,FALSE,-6,49.9,47.9,51.9,25.4,25.8,24.9
05,05107,South,2008,2014,FALSE,-6,59.5,57.7,60.9,24.1,24.2,24.1
05,05109,South,2008,2014,FALSE,-6,50.5,48.3,52.8,28.3,28.8,27.8
05,05111,South,2008,2014,FALSE,-6,56.5,54.3,58.6,25.2,26,24.5
05,05113,South,2008,2014,FALSE,-6,53.7,51.7,55.6,27.5,28.2,26.8
05,05115,South,2008,2014,FALSE,-6,48.8,46.2,51.5,22,23,21
05,05117,South,2008,2014,FALSE,-6,51,48.7,53.3,25,25.6,24.5
05,05119,South,2008,2014,FALSE,-6,43.1,40.8,45.1,17.2,16.9,17.5
05,05121,South,2008,2014,FALSE,-6,58,54.7,61.1,23.6,25.4,21.8
05,05123,South,2008,2014,FALSE,-6,56,53.9,57.8,24.4,24.8,24.1
05,05125,South,2008,2014,FALSE,-6,40,37.7,42.3,18.7,19.2,18.2
05,05127,South,2008,2014,FALSE,-6,56.9,54.7,59.1,26.6,27.8,25.3
05,05129,South,2008,2014,FALSE,-6,64.8,63.6,65.9,24.8,25,24.7
05,05131,South,2008,2014,FALSE,-6,44.6,42.7,46.6,23.2,23.6,22.9
05,05133,South,2008,2014,FALSE,-6,49.8,47,52.6,30,31.1,28.9
05,05135,South,2008,2014,FALSE,-6,60,58.1,61.9,24.7,25.7,23.8
05,05137,South,2008,2014,FALSE,-6,57.8,56.3,59.3,26.3,27.1,25.5
05,05139,South,2008,2014,FALSE,-6,50.3,47.5,52.9,19.8,20.5,19.1
05,05141,South,2008,2014,FALSE,-6,52.4,50.4,54.5,26.2,26.6,25.8
05,05143,South,2008,2014,FALSE,-6,41.4,39.5,43.4,23.9,24.4,23.3
05,05145,South,2008,2014,FALSE,-6,48.1,45.7,50.4,23.3,23.6,23.1
05,05147,South,2008,2014,FALSE,-6,56,53.3,58.5,27.9,29,26.8
05,05149,South,2008,2014,FALSE,-6,50.1,47.6,52.8,29.7,31.1,28.2
06,06001,West,2008,2014,FALSE,-6,33.9,31.6,36.1,12.4,13.6,11.2
06,06003,West,2008,2014,FALSE,-6,44.9,42.5,47.8,19.1,20.5,17.4
06,06005,West,2008,2014,FALSE,-6,39.3,36.6,41.9,15.5,16.3,14.8
06,06007,West,2008,2014,FALSE,-6,50.5,47.3,53.7,18.5,20.5,16.4
06,06009,West,2008,2014,FALSE,-6,41.6,38.6,44.4,15.7,16.5,14.9
06,06011,West,2008,2014,FALSE,-6,43.8,40.6,47.2,28.8,30.9,26.5
06,06013,West,2008,2014,FALSE,-6,29.4,26.5,32.2,11.2,12.2,10.1
06,06015,West,2008,2014,FALSE,-6,53.8,50.8,56.7,20.2,21.5,19
06,06017,West,2008,2014,FALSE,-6,33,30.3,35.6,13.1,14,12.1
06,06019,West,2008,2014,FALSE,-6,47,42.5,51.6,23.6,27.4,19.8
06,06021,West,2008,2014,FALSE,-6,48.2,44.7,51.9,26.1,28.2,24
06,06023,West,2008,2014,FALSE,-6,49,45.6,52.4,21.1,23,19.1
06,06025,West,2008,2014,FALSE,-6,53.1,48.7,57.2,27.4,30,24.9
06,06027,West,2008,2014,FALSE,-6,40.3,37.3,43.2,19.8,20.9,18.7
06,06029,West,2008,2014,FALSE,-6,46.8,42.8,50.9,22.7,25.4,19.9
06,06031,West,2008,2014,FALSE,-6,47.1,42.4,52.1,24.1,27.4,20.6
06,06033,West,2008,2014,FALSE,-6,52.9,50.1,55.5,20.4,21.1,19.7
06,06035,West,2008,2014,FALSE,-6,45.5,42,49.1,16.7,18.3,15.1
06,06037,West,2008,2014,FALSE,-6,37.7,34.6,40.8,24.4,26.6,22.1
06,06039,West,2008,2014,FALSE,-6,45,40.4,49.8,27.5,30.9,24
06,06041,West,2008,2014,FALSE,-6,22.2,20.4,23.8,9.7,10.8,8.6
06,06043,West,2008,2014,FALSE,-6,49,45.9,52.4,16.6,18.1,15.1
06,06045,West,2008,2014,FALSE,-6,45.8,42.9,48.8,22.1,23.5,20.7
06,06047,West,2008,2014,FALSE,-6,49.8,46.2,53.5,25.1,27,23.2
06,06049,West,2008,2014,FALSE,-6,52.9,49.8,55.9,21.9,23.9,20
06,06051,West,2008,2014,FALSE,-6,39.5,37.3,42.4,19.9,21.6,17.7
06,06053,West,2008,2014,FALSE,-6,38.6,35.9,41.5,24.6,26.8,22.4
06,06055,West,2008,2014,FALSE,-6,34.1,32.2,36,15.4,16.5,14.2
06,06057,West,2008,2014,FALSE,-6,37.6,34.1,41,14.7,16,13.3
06,06059,West,2008,2014,FALSE,-6,31.9,29.8,34,18,19.4,16.5
06,06061,West,2008,2014,FALSE,-6,31,28.5,33.5,10.5,11.2,9.7
06,06063,West,2008,2014,FALSE,-6,45.1,42.5,47.7,15.9,17.3,14.6
06,06065,West,2008,2014,FALSE,-6,38.8,35.4,42.3,22.6,24.6,20.6
06,06067,West,2008,2014,FALSE,-6,43.3,40,46.5,14.8,17,12.6
06,06069,West,2008,2014,FALSE,-6,35.3,32.4,38.4,19.9,21.3,18.4
06,06071,West,2008,2014,FALSE,-6,42.4,38.3,46.4,21.6,23.9,19.4
06,06073,West,2008,2014,FALSE,-6,36.2,33.4,38.9,17.9,19.2,16.7
06,06075,West,2008,2014,FALSE,-6,34.6,32.2,37.2,11.4,12.5,10.2
06,06077,West,2008,2014,FALSE,-6,44.3,40,48.6,19.6,22.2,17
06,06079,West,2008,2014,FALSE,-6,38.6,35.8,41.4,15.9,17.6,14.1
06,06081,West,2008,2014,FALSE,-6,25.7,23.3,28.1,11.3,12.4,10.2
06,06083,West,2008,2014,FALSE,-6,39.2,37.2,41.4,19.1,21,17.2
06,06085,West,2008,2014,FALSE,-6,28,25.8,30.5,11.1,12.1,10
06,06087,West,2008,2014,FALSE,-6,35.2,32.5,38,16.1,17.3,14.8
06,06089,West,2008,2014,FALSE,-6,48.4,45.2,51.4,18.5,20.2,16.9
06,06091,West,2008,2014,FALSE,-6,45.5,42.6,48.5,19.7,20.6,18.7
06,06093,West,2008,2014,FALSE,-6,52.9,50.1,55.6,19.4,20.7,18.2
06,06095,West,2008,2014,FALSE,-6,37.3,33.9,40.6,12.8,14.1,11.5
06,06097,West,2008,2014,FALSE,-6,34.7,32.8,36.7,15.3,16.7,14
06,06099,West,2008,2014,FALSE,-6,45.7,41.7,49.7,20.8,23,18.6
06,06101,West,2008,2014,FALSE,-6,43.4,40.6,46.2,23.3,25,21.7
06,06103,West,2008,2014,FALSE,-6,53.1,50,56.2,21.4,22.9,19.8
06,06105,West,2008,2014,FALSE,-6,55.6,53.2,58,20.1,21.4,18.9
06,06107,West,2008,2014,FALSE,-6,48.6,44.9,52.4,26.5,29.1,23.8
06,06109,West,2008,2014,FALSE,-6,43.7,39.8,47.4,16.4,18.4,14.5
06,06111,West,2008,2014,FALSE,-6,32.8,29.7,36,17,19.1,14.9
06,06113,West,2008,2014,FALSE,-6,43.5,40.2,46.7,14.6,16.5,12.8
06,06115,West,2008,2014,FALSE,-6,53.9,50.7,57.3,19.3,20.8,17.7
08,08001,West,2008,2014,FALSE,-6,38.5,35,42.3,21.8,23.5,20
08,08003,West,2008,2014,FALSE,-6,53.5,50.1,56.9,21.3,23.1,19.5
08,08005,West,2008,2014,FALSE,-6,33.5,31.2,35.7,15.4,16.1,14.6
08,08007,West,2008,2014,FALSE,-6,40.4,38.7,42.2,21.8,22.5,21.2
08,08009,West,2008,2014,FALSE,-6,58.9,56.4,61.4,23.3,24.5,22
08,08011,West,2008,2014,FALSE,-6,55.9,52.1,59.7,25.9,28.7,23
08,08013,West,2008,2014,FALSE,-6,31.6,29.7,33.7,13.2,14.2,12.1
08,08014,West,2008,2014,FALSE,-6,29.5,27.7,31.3,10.2,10.5,9.8
08,08015,West,2008,2014,FALSE,-6,42.1,39.3,44.9,19.9,21.5,18.3
08,08017,West,2008,2014,FALSE,-6,44.6,41.7,47.6,21.1,21.9,20.3
08,08019,West,2008,2014,FALSE,-6,32.3,30.2,34.5,11.7,12.4,11
08,08021,West,2008,2014,FALSE,-6,60,57,63,23.9,25.5,22.3
08,08023,West,2008,2014,FALSE,-6,64.1,61.2,66.9,25.5,27.2,23.8
08,08025,West,2008,2014,FALSE,-6,62.5,59.6,65.4,22.5,23.8,21.1
08,08027,West,2008,2014,FALSE,-6,38.3,35.7,41,23.2,24.8,21.7
08,08029,West,2008,2014,FALSE,-6,45.4,42.4,48.3,23.4,24.8,22.1
08,08031,West,2008,2014,FALSE,-6,39.8,36.8,43.2,20.9,23.1,18.5
08,08033,West,2008,2014,FALSE,-6,44.4,41.5,47.5,27.2,28.5,25.8
08,08035,West,2008,2014,FALSE,-6,22.5,21.1,23.8,6.6,6.7,6.5
08,08037,West,2008,2014,FALSE,-6,27.4,25.9,29.4,19,20.5,17
08,08039,West,2008,2014,FALSE,-6,29.5,27.5,31.5,12.2,12.8,11.6
08,08041,West,2008,2014,FALSE,-6,39.4,36,42.7,15.8,17.1,14.5
08,08043,West,2008,2014,FALSE,-6,48.9,46.1,51.6,20.8,22,19.7
08,08045,West,2008,2014,FALSE,-6,29.3,27.3,31.5,22.2,22.5,22
08,08047,West,2008,2014,FALSE,-6,41.3,39.7,43,7.4,7.7,7.1
08,08049,West,2008,2014,FALSE,-6,34.6,32.4,37,17.2,19,15.3
08,08051,West,2008,2014,FALSE,-6,41.6,39.9,43.7,18.1,19.7,16.3
08,08053,West,2008,2014,FALSE,-6,34.6,32.3,36.9,20.3,20.8,19.8
08,08055,West,2008,2014,FALSE,-6,57.3,54.5,60,21.9,23.9,20
08,08057,West,2008,2014,FALSE,-6,44.1,41.9,46.3,25,26,23.9
08,08059,West,2008,2014,FALSE,-6,31.5,28.9,34,12.2,13.2,11.3
08,08061,West,2008,2014,FALSE,-6,49.2,46.3,52.2,22,23.2,20.7
08,08063,West,2008,2014,FALSE,-6,44.7,41.7,47.7,27.5,29.4,25.5
08,08065,West,2008,2014,FALSE,-6,37.4,35,40.2,30.3,31.9,28.5
08,08067,West,2008,2014,FALSE,-6,34.3,30.9,37.9,18.8,21.2,16.4
08,08069,West,2008,2014,FALSE,-6,38.7,35.7,41.8,13.4,14.8,12
08,08071,West,2008,2014,FALSE,-6,50.6,47.7,53.6,21.1,22.5,19.7
08,08073,West,2008,2014,FALSE,-6,45.7,42.6,48.7,23.6,25.2,22.1
08,08075,West,2008,2014,FALSE,-6,46.2,43.4,49,20.7,22.2,19.3
08,08077,West,2008,2014,FALSE,-6,41.2,38.7,43.6,18.4,18.7,18.1
08,08079,West,2008,2014,FALSE,-6,39.3,36.9,41.8,25.1,26.1,24
08,08081,West,2008,2014,FALSE,-6,38.7,36.1,41.6,20.5,21.8,19.1
08,08083,West,2008,2014,FALSE,-6,43.9,40.2,47.5,23.4,25.3,21.6
08,08085,West,2008,2014,FALSE,-6,41.8,38.3,45.3,25.7,27.7,23.7
08,08087,West,2008,2014,FALSE,-6,45.1,41.8,48.5,25.7,27.5,23.8
08,08089,West,2008,2014,FALSE,-6,56.8,53.8,59.7,21.6,23.1,20.3
08,08091,West,2008,2014,FALSE,-6,31.2,29.4,33,20.2,21.1,19.3
08,08093,West,2008,2014,FALSE,-6,34.8,32.7,37,15.2,16.3,14.1
08,08095,West,2008,2014,FALSE,-6,44.4,42,46.8,25.2,25.9,24.6
08,08097,West,2008,2014,FALSE,-6,25.8,24.5,27.4,11,12.1,9.8
08,08099,West,2008,2014,FALSE,-6,50.7,47.9,53.7,26,28,23.9
08,08101,West,2008,2014,FALSE,-6,51.3,47.3,55.3,18.6,20.6,16.5
08,08103,West,2008,2014,FALSE,-6,37.4,34.4,40.3,17.4,18.5,16.3
08,08105,West,2008,2014,FALSE,-6,53.3,49.9,56.6,22.7,24.4,21.1
08,08107,West,2008,2014,FALSE,-6,32.3,30.7,34.3,12.4,13.1,11.5
08,08109,West,2008,2014,FALSE,-6,48.4,45.3,51.6,31,32.5,29.4
08,08111,West,2008,2014,FALSE,-6,42.3,40,44.7,25,26.1,23.9
08,08113,West,2008,2014,FALSE,-6,28.9,26.7,31.6,19.6,20.7,18.3
08,08115,West,2008,2014,FALSE,-6,48.9,46.1,51.9,26.7,28.3,24.9
08,08117,West,2008,2014,FALSE,-6,33.4,32.4,34.9,18.6,19.9,16.6
08,08119,West,2008,2014,FALSE,-6,38.8,36.2,41.3,12.5,13.1,11.9
08,08121,West,2008,2014,FALSE,-6,46.4,43.6,49.3,24.2,25.5,22.8
08,08123,West,2008,2014,FALSE,-6,38.9,36.4,41.4,19.9,21.1,18.8
08,08125,West,2008,2014,FALSE,-6,44.8,41.8,47.9,24.7,26.7,22.6
09,09001,Northeast,2008,2014,FALSE,-6,25.2,22.3,28,10.2,11.5,8.9
09,09003,Northeast,2008,2014,FALSE,-6,36,32.3,39.4,8.9,10,7.8
09,09005,Northeast,2008,2014,FALSE,-6,33.9,30.4,37.3,8.4,9.2,7.6
09,09007,Northeast,2008,2014,FALSE,-6,29.9,27,32.8,7.2,7.5,6.9
09,09009,Northeast,2008,2014,FALSE,-6,36.5,32.3,40.5,9.5,11,8
09,09011,Northeast,2008,2014,FALSE,-6,36.9,33.4,40.2,8.9,9.8,8
09,09013,Northeast,2008,2014,FALSE,-6,31.1,28.8,33.4,6.9,7.3,6.5
09,09015,Northeast,2008,2014,FALSE,-6,42.7,39.2,46.3,12.2,13.6,10.8
10,10001,South,2008,NA,FALSE,-15,48.2,44.8,51.2,11.5,12.3,10.8
10,10003,South,2008,NA,FALSE,-15,38.2,34.7,41.4,9.1,10.2,8.1
