year,sic3,theil,gini,cv,rmd,mld,mkpm_med,mkpm_avg,n,assets,soe,foreign,determ1,determ2,determ3,herf_3dt_city,eg_3dt_city,avgtariff_ind3,numtariff_ind3,input_tariff,exports,lnasset_proc,ln_theil_proc,lnn_proc,lnasset_single,ln_theil_single,lnn_single,lnasset_nonexp,ln_theil_nonexp,lnn_nonexp,ln_theil_pr,ln_theil_mc,lnn_prmc,lnasset_prmc,ln_theil_tfp,lnasset_surv,ln_theil_surv,lnn_surv,lnasset_enex,ln_theil_enex,lnn_enex,lnasset_soe,ln_theil_soe,lnn_soe,lnasset_nonsoe,ln_theil_nonsoe,lnn_nonsoe,lnasset_coast,ln_theil_coast,lnn_coast,lnasset_inland,ln_theil_inland,lnn_inland,tariff01,hightariff,g,hightariff_post02,rel_year,pre_post,ln_gini,ln_theil,ln_cv,ln_mld,ln_rmd,lnn,lnasset,lnexports,lnfdi,lnit,tariff
2002,183,0.0155572551530558,0.0864882148070039,0.1894673784298925,0.061995895588678,0.0139790000801033,0.7730348706245422,0.8086748719215393,143,5965.137724550898,0.6362098455429077,167,0.028033241629600525,7.0110039710998535,0.6235007047653198,0.011649413965642452,0.019848350435495377,20.33333396911621,6,16.586559295654297,2172726.5,9.419455528259277,-3.727954864501953,2.995732307434082,8.6766510009765625,-4.136966228485107,4.912654876708984,8.055721282958984,-4.960248947143555,3.5553481578826904,-0.3833416998386383,-0.32230478525161743,4.430816650390625,8.818103790283203,-2.436894416809082,8.779657363891602,-4.051636219024658,4.718498706817627,8.193070411682129,-4.792938709259033,3.4339871406555176,NA,NA,NA,8.700369834899902,-4.148331165313721,4.927253723144531,8.703611373901367,-4.128798961639404,4.8903489112854,NA,NA,NA,0.24,TRUE,2002,TRUE,0,post,-2.4477471193322327,-4.163228179838172,-1.6635384147670853,-4.270199069762886,-2.780687096310987,4.962844630259907,8.693687423041819,14.59149338845477,5.117993812416755,2.808592686409123,0.2033333396911621
2003,183,0.010297466966264,0.0710093341124929,0.1529609574972198,0.0499633755429631,0.0093823717368989,0.7835570573806763,0.8033300638198853,172,6299.846560846561,0.6576606631278992,189,0.028033241629600525,7.0110039710998535,0.6235007047653198,0.014417022466659546,0.02214439958333969,19.58333396911621,6,14.014647483825684,2716263.25,9.554682731628418,-4.99135684967041,2.995732307434082,8.752739906311035,-4.560702323913574,5.1179938316345215,8.037172317504883,-4.510719299316406,3.7841897010803223,-0.21879546344280243,-0.16754095256328583,4.521788597106934,8.915919303894043,-2.6074092388153076,8.802785873413086,-4.55216646194458,4.718498706817627,8.62945556640625,-4.696628093719482,4.094344615936279,NA,NA,NA,8.761465072631836,-4.571045875549316,5.129898548126221,8.752372741699219,-4.5575337409973145,5.0998663902282715,NA,NA,NA,0.24,TRUE,2002,TRUE,1,post,-2.6449439442086287,-4.575857339596644,-1.877572569910329,-4.668922697509622,-2.996465031095975,5.147494476813453,8.748280556661845,14.81476768858966,5.241747015059643,2.6401030315230827,0.19583333969116212
2004,183,0.0141997845929435,0.0843491890787071,0.1803062176911032,0.0596732241732122,0.012883197670899,0.8039447069168091,0.8350061178207397,222,5385.616541353384,0.6242705583572388,266,0.028033241629600525,7.0110039710998535,0.6235007047653198,0.012886274605989456,0.019529761746525764,18.83333396911621,6,11.510428428649902,4224794.5,NA,NA,NA,8.587125778198242,-4.250049114227295,5.393627643585205,8.665809631347656,-4.2954325675964355,3.8712010383605957,NA,NA,NA,8.916828155517578,-2.29510235786438,8.900151252746582,-3.68646502494812,4.204692840576172,8.398202896118164,-4.676105499267578,5.0434250831604,NA,NA,NA,8.601173400878906,-4.250845432281494,5.393627643585205,8.531787872314453,-4.23303747177124,5.365975856781006,NA,NA,NA,0.24,TRUE,2002,TRUE,2,post,-2.472790083803923,-4.254528484001002,-1.7130986641145387,-4.35183132274478,-2.8188718655039735,5.402677381872279,8.59148707539577,15.25648117853724,5.583496308781699,2.443253444339052,0.18833333969116212
2005,183,0.0136741400674509,0.0842915354719147,0.1755617261285627,0.0598060642047912,0.0125436479892025,0.8043110370635986,0.8340280055999756,224,6854.101167315175,0.6177490949630737,257,0.028033241629600525,7.0110039710998535,0.6235007047653198,0.021427888423204422,0.011327439919114113,18.83333396911621,6,9.86933422088623,4273098,9.4996976852417,-2.9656589031219482,2.7725887298583984,8.831708908081055,-4.283352851867676,5.398162841796875,8.379268646240234,-3.9119105339050293,4.219507694244385,NA,NA,NA,9.21511173248291,-2.3470826148986816,9.166654586791992,-3.9999704360961914,4.290459632873535,8.601273536682129,-4.4708638191223145,5.017279624938965,NA,NA,NA,8.847228050231934,-4.283583164215088,5.402677536010742,8.795289039611816,-4.270315647125244,5.356586456298828,NA,NA,NA,0.24,TRUE,2002,TRUE,3,post,-2.473473828601535,-4.292248816201554,-1.739764582081465,-4.3785408778530925,-2.816648215060129,5.4116460518550396,8.83260246265757,15.267849649069461,5.54907608489522,2.289432396346121,0.18833333969116212
1997,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.64462661743164,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1164462661743164
1998,191,0.0177194221385954,0.104050432097785,0.1884543007680664,0.0718134766529094,0.0181005460423198,1.2248724699020386,1.2383298873901367,518,12027.522033898305,0.8630407452583313,590,0,0,0,0.004857167601585388,0.010163044556975365,11.64462661743164,37,19.963546752929688,5670837.5,10.488816261291504,-4.535579204559326,3.8066625595092773,9.280210494995117,-4.026773929595947,6.200509071350098,9.027976036071777,-3.9557013511657715,5.916202068328857,NA,NA,NA,NA,-1.3358678817749023,9.619124412536621,-4.110812187194824,5.411645889282227,9.1842803955078125,-4.002090930938721,5.683579921722412,9.755256652832031,-3.600714921951294,4.330733299255371,9.262794494628906,-4.208411693572998,6.091310024261475,9.609766960144043,-4.2535624504089355,5.752572536468506,9.020050048828125,-3.8107120990753174,5.313206195831299,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,-2.2628795733612557,-4.03309394502569,-1.668899737730168,-4.011813173081437,-2.633683123425129,6.249975242259483,9.394952805531881,15.550847372027336,6.380122536899765,2.9939079481303303,0.1164462661743164
1999,191,0.0185213045899997,0.105719232533188,0.1929067347477005,0.0727608129515041,0.0189161178383043,1.2454285621643066,1.243990421295166,476,12415.859778597785,0.8623636960983276,542,0,0,0,0.005927989725023508,0.012590090744197369,11.64462661743164,37,19.963546752929688,5505666.5,10.396986961364746,-4.167111396789551,3.828641414642334,9.315023422241211,-3.9582459926605225,6.115891933441162,9.19074535369873,-3.9180240631103516,5.852202415466309,NA,NA,NA,NA,-1.3819376230239868,9.621301651000977,-4.130394458770752,5.575949192047119,9.125113487243652,-3.993364095687866,5.356586456298828,9.747964859008789,-3.64982008934021,4.174387454986572,9.328914642333984,-4.108224391937256,6.0185933113098145,9.556705474853516,-4.14003324508667,5.700443744659424,9.195691108703613,-3.8460638523101807,5.176149845123291,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,-2.246968448701191,-3.9888336100204347,-1.6455484465243801,-3.9677409246626953,-2.620577752339327,6.16541785423142,9.426729948754023,15.521288392563276,6.295266001439646,2.9939079481303303,0.1164462661743164
2000,191,0.0155575017207662,0.0982707882537704,0.1764705339865153,0.0686607769269146,0.0158620980623313,1.2495265007019043,1.2639130353927612,447,12457.103515625,0.8835201263427734,514,0,0,0,0.006811294239014387,0.0214898269623518,11.62210464477539,74,22.4325532913208,6642859,10.446011543273926,-4.329781532287598,3.8712010383605957,9.308279037475586,-4.118167877197266,6.028278350830078,9.103018760681152,-4.076118469238281,5.7714409828186035,1.2202352285385132,1.2093102931976318,5.433722019195557,9.409199714660645,-1.3957465887069702,9.536419868469238,-4.278038501739502,5.720311641693115,9.168916702270508,-4.03000020980835,4.955827236175537,9.830556869506836,-3.66816782951355,3.7376697063446045,9.344585418701172,-4.278491973876953,6.003887176513672,9.587759971618652,-4.369657516479492,5.64544677734375,9.114082336425781,-3.9202122688293457,5.0998663902282715,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,-2.320028465333669,-4.163212330914049,-1.7346013627979002,-4.143822785122788,-2.6785771754483827,6.102558594613569,9.430046302687401,15.709053001072125,6.2422232654551655,3.1105131758172906,0.11622104644775391
2001,191,0.0130521252778605,0.0901127766463371,0.1623360119486468,0.0632285954329044,0.0131544869283196,1.2641525268554688,1.2775770425796509,488,11796.54495412844,0.7982097864151001,545,0,0,0,0.007256835699081421,0.02136111631989479,11.296975135803223,37,24.901559829711914,7771917.5,10.307915687561035,-4.340346813201904,4.174387454986572,9.2799072265625,-4.3230180740356445,6.124683380126953,9.044864654541016,-4.29512357711792,5.80814266204834,1.221692442893982,1.2043843269348145,5.438079357147217,9.453036308288574,-1.4114084243774414,9.45016860961914,-4.403430461883545,6.0258660316467285,8.8322172164917,-4.088193416595459,4.304065227508545,9.715472221374512,-3.7049975395202637,3.7376697063446045,9.323193550109863,-4.445595741271973,6.100318908691406,9.445782661437988,-4.584062099456787,5.811141014099121,9.225593566894531,-4.046233654022217,5.036952495574951,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,-2.406693319245476,-4.338804301932087,-1.8180869439934422,-4.330992367278636,-2.760998620776807,6.1903154058531475,9.375561967081731,15.866027474394821,6.300785794663244,3.214930445272154,0.11296975135803222
2002,191,0.013668182753891,0.0926924185650794,0.1662962601353695,0.0657410198193204,0.0137332974484118,1.2588207721710205,1.2807003259658813,544,11348.857876712329,0.8000072836875916,584,0.07445651292800903,8.174040794372559,0.20576970279216766,0.008011359721422195,0.025694483891129494,9.897296905517578,37,20.406723022460938,9602020,10.341537475585938,-4.186943531036377,4.060442924499512,9.227762222290039,-4.275125503540039,6.2383246421813965,8.974592208862305,-4.201134204864502,5.966146945953369,1.4007186889648438,1.3862797021865845,5.627621173858643,9.39021110534668,-1.3667857646942139,9.474634170532227,-4.289192199707031,6.021023273468018,8.6008882522583,-4.405582904815674,4.8828020095825195,9.29407787322998,-3.662461996078491,3.5553481578826904,9.341217994689941,-4.35687780380249,6.232448101043701,9.409374237060547,-4.407548904418945,5.983936309814453,9.108075141906738,-4.18338680267334,4.9904327392578125,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,-2.3784685943818475,-4.292684573887036,-1.79398438169897,-4.2879319242779035,-2.7220321979470024,6.298949246855942,9.336872390243814,16.07748405097025,6.369900982828227,3.0158644064817826,0.09897296905517577
2003,191,0.0135287409024726,0.0932322413972866,0.1647459271721598,0.0678157754368788,0.0136833999764447,1.2793757915496826,1.309632420539856,519,12497.953367875647,0.789535403251648,579,0.07445651292800903,8.174040794372559,0.20576970279216766,0.011032783426344395,0.026357091963291168,9.886486053466797,37,18.82440185546875,10445057,10.43087387084961,-4.293363571166992,3.7841897010803223,9.317587852478027,-4.29949951171875,6.212605953216553,9.016746520996094,-4.247785568237305,5.877735614776611,1.4774448871612549,1.4812781810760498,5.556828022003174,9.509490013122559,-1.3101316690444946,9.645480155944824,-4.431184768676758,5.666426658630371,8.97261905670166,-4.165535926818848,5.438079357147217,9.111162185668945,-3.832226037979126,3.178053855895996,9.451947212219238,-4.33296012878418,6.2045578956604,9.473437309265137,-4.340358734130859,5.963579177856445,9.305154800415039,-4.248784065246582,4.867534637451172,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,-2.3726616793741284,-4.302938900813975,-1.803350827166645,-4.2915718613779426,-2.690960435040504,6.251903883165888,9.433320179315132,16.161639410114446,6.361302477572996,2.9351539992352715,0.09886486053466798
2004,191,0.015285136086171,0.097285829349639,0.1766819294087468,0.0685225029543264,0.0152460912007905,1.2678242921829224,1.3026549816131592,713,11086.48502994012,0.812744140625,668,0.07445651292800903,8.174040794372559,0.20576970279216766,0.006300782319158316,0.043633975088596344,9.875675201416016,37,17.385053634643555,23456894,10.558353424072266,-3.974822998046875,3.6888794898986816,9.221312522888184,-4.170070648193359,6.548219203948975,8.97811222076416,-4.18864631652832,6.18001651763916,1.562207818031311,1.5222066640853882,5.384495258331299,9.469779014587402,-1.548568606376648,9.836681365966797,-4.219523906707764,5.379897117614746,8.94746208190918,-4.1645636558532715,6.206575870513916,9.514025688171387,-3.7140073776245117,2.890371799468994,9.306248664855957,-4.20768928527832,6.543911933898926,9.280229568481445,-4.2776923179626465,6.3153581619262695,9.420489311218262,-4.0689921379089355,5.075173854827881,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,-2.3301019391463864,-4.1808744204293165,-1.7334041719560302,-4.183432123485206,-2.6805930773795086,6.569481420414296,9.313482080595843,16.970674996857614,6.504288173536645,2.8556108505654225,0.09875675201416016
2005,191,0.0134604020717234,0.0921617187128802,0.1657438265050491,0.0653874659240027,0.0133870727534364,1.3154770135879517,1.3436737060546875,670,13515.743670886075,0.7727270126342773,632,0.07445651292800903,8.174040794372559,0.20576970279216766,0.014661612920463085,0.0372038409113884,9.875675201416016,37,17.117338180541992,18064994,10.637571334838867,-4.110596656799316,3.6888794898986816,9.346014976501465,-4.30946683883667,6.483107566833496,9.045195579528809,-4.325535297393799,6.054439544677734,1.4458311796188354,1.46116042137146,5.707110404968262,9.55015754699707,-1.6132240295410156,10.093201637268066,-4.190823554992676,5.2729997634887695,9.108880043029785,-4.3663787841796875,6.1633148193359375,9.088077545166016,-3.749850273132324,3.4011974334716797,9.537945747375488,-4.371677398681641,6.46146821975708,9.54568862915039,-4.425858974456787,6.232448101043701,9.396730422973633,-4.338877201080322,5.081404209136963,0.11296975135803222,FALSE,Inf,FALSE,-Inf,control,-2.38421043298015,-4.308003083612639,-1.7973118964315329,-4.313465757559813,-2.7274246914248637,6.507277712385012,9.51161048278945,16.70948659042986,6.448889394146858,2.8400918785167826,0.09875675201416016
1997,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.766666412353516,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22600000381469726,TRUE,2002,FALSE,-5,pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24766666412353516
1998,192,0.0137332501604271,0.0889790116402795,0.1679223615838815,0.0604555016172313,0.0136771895468038,1.1294841766357422,1.1391531229019165,1959,7643.52780395853,0.6439905166625977,2122,0,0,0,0.00226421095430851,0.018745295703411102,24.719999313354492,25,19.963546752929688,48064068,9.6204376220703125,-4.280693054199219,5.971261978149414,8.873122215270996,-4.299752712249756,7.544332027435303,8.510002136230469,-4.188226222991943,6.533788681030273,NA,NA,NA,NA,-1.8930507898330688,9.250574111938477,-4.37230110168457,6.857513904571533,8.512965202331543,-4.219935894012451,6.9157233238220215,8.908061027526855,-3.6495361328125,5.214935779571533,8.94653606414795,-4.39361047744751,7.481555938720703,8.980847358703613,-4.367303848266602,7.457609176635742,8.647507667541504,-3.828094244003296,5.420535087585449,0.22600000381469726,TRUE,2002,FALSE,-4,pre,-2.419354761327434,-4.287935367592685,-1.7842535398247186,-4.292025830379033,-2.80584769502485,7.580189417944541,8.941614530029623,17.688045428885236,7.660114319173928,2.9939079481303303,0.24719999313354493
1999,192,0.0137505284069659,0.0907333691772721,0.1677908027339979,0.0626189346572616,0.0136881967473059,1.1271370649337769,1.1440688371658325,1921,8186.601539942252,0.6254833340644836,2078,0,0,0,0.0025355275720357895,0.024570036679506302,24.719999313354492,25,19.963546752929688,47822524,9.616145133972168,-4.404864311218262,6.182085037231445,8.942928314208984,-4.295124530792236,7.510430335998535,8.5920867919921875,-4.150502681732178,6.522092819213867,NA,NA,NA,NA,-1.8362425565719604,9.252047538757324,-4.365999698638916,7.013915538787842,8.539731979370117,-4.195061683654785,6.695798873901367,9.010247230529785,-3.438872814178467,5.023880481719971,9.010254859924316,-4.407439708709717,7.478169918060303,9.033175468444824,-4.390212535858154,7.4662275314331055,8.804094314575195,-3.6016619205474854,5.153291702270508,0.22600000381469726,TRUE,2002,FALSE,-3,pre,-2.399830082385875,-4.286678026010435,-1.7850372973332174,-4.291221368788218,-2.770687576047799,7.560601162768557,9.010254138342546,17.68300729986464,7.639161171659173,2.9939079481303303,0.24719999313354493
2000,192,0.0124440375604836,0.0862137416066746,0.1592570733158614,0.0590814893227516,0.0124256893498034,1.1328845024108887,1.1465401649475098,1936,8540.594985535197,0.6259720325469971,2079,0,0,0,0.002685477491468191,0.02687709778547287,24.31999969482422,50,22.4325532913208,56176596,9.60793685913086,-4.426208972930908,6.2766432762146,8.98129653930664,-4.377523422241211,7.51479959487915,8.600323677062988,-4.240946292877197,6.455198764801025,0.8507862091064453,0.700538694858551,6.919683933258057,9.145975112915039,-1.880746841430664,9.189126014709473,-4.526024341583252,7.184628963470459,8.662981986999512,-4.140749931335449,6.424869060516357,9.314495086669922,-3.693721294403076,4.672828674316406,9.027759552001953,-4.451455116271973,7.511524677276611,9.0796537399292,-4.4574503898620605,7.4719319343566895,8.78177547454834,-3.8711466789245605,5.181783676147461,0.22600000381469726,TRUE,2002,FALSE,-2,pre,-2.4509256986271164,-4.3865136815903565,-1.8372355690901134,-4.387989227668962,-2.828837613059309,7.568379267836522,9.05258595479312,17.84401078684703,7.639642287858013,3.1105131758172906,0.24319999694824218
2001,192,0.0126874183796159,0.0861800818542114,0.1616595086141918,0.0591887606203822,0.0125585504892408,1.1402709484100342,1.1590852737426758,2243,8160.220545073375,0.6473102569580078,2385,0,0,0,0.002212317893281579,0.026126056909561157,22.600000381469727,25,24.901559829711914,65156384,9.594274520874023,-4.1420207023620605,6.463029384613037,8.932650566101074,-4.386733055114746,7.659643173217773,8.524136543273926,-4.489924430847168,6.614725589752197,0.19521930813789368,0.2030576914548874,7.046647071838379,9.083181381225586,-1.9211431741714478,9.068065643310547,-4.405343055725098,7.590346813201904,8.358792304992676,-4.1347832679748535,5.575949192047119,9.400980949401855,-3.462644577026367,4.477336883544922,8.976689338684082,-4.429955005645752,7.675546169281006,9.027719497680664,-4.404862880706787,7.634337425231934,8.775352478027344,-4.006959438323975,5.164785861968994,0.22600000381469726,TRUE,2002,FALSE,-1,pre,-2.451316196989705,-4.367144455334546,-1.8222629543062483,-4.377353531509554,-2.827023609502238,7.715569534520208,9.007026475175437,17.99230084599006,7.776954403322442,3.214930445272154,0.22600000381469726
2002,192,0.0118289367031655,0.0837115444536386,0.1557078866209064,0.0574402301890514,0.0117431868252911,1.1539585590362549,1.17290198802948,2562,7772.306759735488,0.6402148008346558,2722,0.03868721425533295,9.835963249206543,0.57215118408203125,0.0019033853895962238,0.02849220670759678,18.780000686645508,25,20.406723022460938,75312688,9.620293617248535,-4.3169145584106445,6.419994831085205,8.8841400146484375,-4.454763412475586,7.793999195098877,8.650684356689453,-4.384484767913818,6.727431774139404,0.11552128940820694,0.14370177686214447,7.2254815101623535,9.055002212524414,-1.9106056690216064,9.105928421020508,-4.416661262512207,7.605889797210693,8.079216003417969,-4.519740104675293,6.3135480880737305,9.348608016967773,-3.655695915222168,4.553876876831055,8.932894706726074,-4.484139442443848,7.810758113861084,8.972251892089844,-4.459434986114502,7.774435520172119,8.777724266052246,-4.1885552406311035,5.20948600769043,0.22600000381469726,TRUE,2002,TRUE,0,post,-2.4803783844309324,-4.437206486420638,-1.859773548753784,-4.4444820512229715,-2.8570103467806405,7.848543482456679,8.958322279576302,18.13715917791169,7.909122183211411,3.0158644064817826,0.18780000686645507
2003,192,0.0109761722994914,0.0809886666425008,0.150106395594158,0.0562559464830079,0.0108581892101008,1.1711512804031372,1.1913727521896362,3181,7736.697323900338,0.6419148445129395,3251,0.03868721425533295,9.835963249206543,0.57215118408203125,0.0017008400755003095,0.028245141729712486,17.40399932861328,25,18.82440185546875,95595920,9.739985466003418,-4.363771438598633,6.3315019607543945,8.891379356384277,-4.519842147827148,8.024862289428711,8.675457954406738,-4.4999613761901855,6.949856281280518,-0.08704977482557297,-0.19051820039749146,7.302496433258057,9.111218452453613,-1.9560272693634033,9.240194320678711,-4.466257095336914,7.496097564697266,8.370540618896484,-4.575070381164551,7.229838848114014,9.132625579833984,-4.2101359367370605,4.330733299255371,8.947235107421875,-4.520674705505371,8.04076862335205,8.967825889587402,-4.538966178894043,7.992944717407227,8.753620147705078,-4.212462902069092,5.398162841796875,0.22600000381469726,TRUE,2002,TRUE,1,post,-2.5134460520929514,-4.512028510281858,-1.8964109323619927,-4.522835717780307,-2.8778435282315975,8.064950891749143,8.953730173181967,18.375640699286638,8.086717920303906,2.9351539992352715,0.17403999328613282
2004,192,0.0122694979852378,0.084203960943753,0.1601243279768639,0.0584437799615284,0.011947000261844,1.1498931646347046,1.183003544807434,4564,6565.776310183212,0.643181324005127,4694,0.03868721425533295,9.835963249206543,0.57215118408203125,0.001290120417252183,0.029474355280399323,16.100000381469727,25,17.385053634643555,148098752,9.814509391784668,-3.9036097526550293,6.232448101043701,8.760846138000488,-4.405316352844238,8.40245532989502,8.533021926879883,-4.387214183807373,7.1785454750061035,1.2398834228515625,1.260905146598816,7.407924175262451,9.00676441192627,-2.1743662357330322,9.345429420471191,-4.276467800140381,7.327780723571777,8.311514854431152,-4.4740471839904785,8.020270347595215,9.308260917663574,-3.7799453735351562,4.094344615936279,8.776554107666016,-4.412633895874023,8.412721633911133,8.818779945373535,-4.407375812530518,8.355380058288574,8.315391540527344,-4.344436168670654,5.739792823791504,0.22600000381469726,TRUE,2002,TRUE,2,post,-2.4745133167529727,-4.400638935094867,-1.8318047156398447,-4.427275056229917,-2.8396900131248315,8.425954710981966,8.78962602958344,18.813389852463832,8.454040376410969,2.8556108505654225,0.16100000381469726
2005,192,0.0115523062914429,0.0826049019811665,0.155002294578564,0.0573452968082059,0.0112829274465235,1.1690683364868164,1.195357084274292,4501,8039.774891774891,0.6376820802688599,4620,0.03868721425533295,9.835963249206543,0.57215118408203125,0.0014259214513003826,0.030004329979419708,16.100000381469727,25,17.117338180541992,127541248,9.8958587646484375,-4.0706706047058105,6.188263893127441,8.96163558959961,-4.462956428527832,8.387767791748047,8.789834022521973,-4.441329002380371,7.374629020690918,0.17476442456245422,0.0773329809308052,7.558516979217529,9.190706253051758,-2.1832761764526367,9.502362251281738,-4.28855562210083,7.2562971115112305,8.624651908874512,-4.556062698364258,8.033982276916504,9.228015899658203,-3.851707696914673,3.9120230674743652,8.963774681091309,-4.47030782699585,8.400883674621582,9.016862869262695,-4.486844062805176,8.339262008666992,8.626700401306152,-4.250568389892578,5.755742073059082,0.22600000381469726,TRUE,2002,TRUE,3,post,-2.493686254197145,-4.46087018303471,-1.8643153584397938,-4.4844645411820965,-2.858664447344956,8.412054873292933,8.992156363245584,18.663950383968963,8.438149984075784,2.8400918785167826,0.16100000381469726
1997,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.03333282470703,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20566667556762697,TRUE,2002,FALSE,-5,pre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2203333282470703
1998,193,0.0184435475348611,0.1051247098708226,0.1952174187518468,0.0720517085223809,0.0183532621628498,1.186900019645691,1.2167223691940308,209,7140.491596638655,0.8858112692832947,238,0,0,0,0.018988195806741714,0.011512023396790028,22.03333282470703,15,19.963546752929688,1670523.875,9.627409934997559,-4.304283618927002,2.890371799468994,8.74092960357666,-3.984205961227417,5.313206195831299,8.509411811828613,-3.8370349407196045,4.709530353546143,NA,NA,NA,NA,-1.7677907943725586,9.008899688720703,-3.917308807373047,4.465908050537109,8.7452239990234375,-4.132758140563965,4.804020881652832,9.45910930633545,-3.4221203327178955,3.7135720252990723,8.552870750427246,-4.240720272064209,5.123963832855225,9.229504585266113,-3.844230890274048,4.605170249938965,8.452940940856934,-4.167581558227539,4.691348075866699,0.20566667556762697,TRUE,2002,FALSE,-4,pre,-2.252607920542321,-3.993040696772187,-1.633641373575336,-3.9979479457393556,-2.630371243807611,5.342334251964811,8.873536904033344,14.328647832804922,5.472270673671475,2.9939079481303303,0.2203333282470703
1999,193,0.0136310311755225,0.0918950713902318,0.1654319603123421,0.063574427181249,0.0138555307197758,1.2023879289627075,1.2049919366836548,187,6750.092165898617,0.8693224191665649,217,0,0,0,0.018464693799614906,0.004261582624167204,22.03333282470703,15,19.963546752929688,1633436.375,9.579424858093262,-4.48624324798584,3.295836925506592,8.621042251586914,-4.291462421417236,5.1984968185424805,8.634173393249512,-4.382023334503174,4.6151204109191895,NA,NA,NA,NA,-1.579124093055725,9.089323997497559,-4.404263973236084,4.605170249938965,8.339937210083008,-4.187371730804443,4.465908050537109,9.29825496673584,-3.758760452270508,3.4965076446533203,8.562047958374023,-4.531444072723389,5.036952495574951,8.963456153869629,-4.350602149963379,4.553876876831055,8.66395092010498,-4.299553394317627,4.521788597106934,0.20566667556762697,TRUE,2002,FALSE,-3,pre,-2.3871078811975788,-4.2954063812914685,-1.7991952846338553,-4.279070796112062,-2.7555439778403965,5.231108616854587,8.81731143798056,14.306196559157556,5.37989735354046,2.9939079481303303,0.2203333282470703
2000,193,0.0130058924534238,0.0875150196219441,0.1605707259846492,0.0603316562885449,0.0134497778392905,1.1906129121780396,1.1862764358520508,181,6044.578431372549,0.8654740452766418,204,0,0,0,0.012952537275850773,0.005816058721393347,22.03333282470703,30,22.4325532913208,2193777.75,9.37954044342041,-4.766368865966797,3.295836925506592,8.55269718170166,-4.341095924377441,5.147494316101074,8.56576919555664,-4.206745147705078,4.595119953155518,1.1797494888305664,1.1404190063476562,3.8066625595092773,9.06284236907959,-1.5329724550247192,8.903508186340332,-4.422297954559326,4.691348075866699,8.274693489074707,-4.269749641418457,4.276666164398193,9.342480659484863,-3.586899757385254,3.044522523880005,8.479643821716309,-4.57343053817749,5.075173854827881,8.918805122375488,-4.395201206207275,4.510859489440918,8.466178894042969,-4.297122955322266,4.499809741973877,0.20566667556762697,TRUE,2002,FALSE,-2,pre,-2.43594484752701,-4.3423527585664585,-1.8290207731338277,-4.308792690595575,-2.807898333093206,5.198497031265826,8.706917022217148,14.601135615688957,5.318119993844216,3.1105131758172906,0.2203333282470703
2001,193,0.0168944033977919,0.100521583713912,0.1834452605598633,0.0684223885410025,0.0174262970955552,1.2116352319717407,1.197824478149414,190,5892.6651162790695,0.840213418006897,215,0,0,0,0.012928536161780357,0.008486531674861908,20.566667556762695,15,24.901559829711914,2528907,9.19014835357666,-3.5463497638702393,3.610917806625366,8.562660217285156,-4.091246604919434,5.20948600769043,8.582245826721191,-3.953036308288574,4.510859489440918,1.236390471458435,1.2302359342575073,3.828641414642334,8.916901588439941,-1.8346718549728394,8.726990699768066,-4.125020503997803,5.049856185913086,8.427753448486328,-3.925859212875366,3.526360511779785,9.422187805175781,-2.9529051780700684,2.8332133293151855,8.468388557434082,-4.36570930480957,5.153291702270508,8.83627700805664,-4.097090721130371,4.584967613220215,8.49250602722168,-4.071791648864746,4.521788597106934,0.20566667556762697,TRUE,2002,FALSE,-1,pre,-2.2973828112188404,-4.080772871792626,-1.6958389635657443,-4.049774886336669,-2.68205519005952,5.247024072160486,8.681463655848168,14.743297751547711,5.3706380281276624,3.214930445272154,0.20566667556762697
