year,sic3,theil,gini,cv,rmd,mld,mkpm_med,mkpm_avg,n,assets,soe,foreign,determ1,determ2,determ3,herf_3dt_city,eg_3dt_city,avgtariff_ind3,numtariff_ind3,input_tariff,exports,lnasset_proc,ln_theil_proc,lnn_proc,lnasset_single,ln_theil_single,lnn_single,lnasset_nonexp,ln_theil_nonexp,lnn_nonexp,ln_theil_pr,ln_theil_mc,lnn_prmc,lnasset_prmc,ln_theil_tfp,lnasset_surv,ln_theil_surv,lnn_surv,lnasset_enex,ln_theil_enex,lnn_enex,lnasset_soe,ln_theil_soe,lnn_soe,lnasset_nonsoe,ln_theil_nonsoe,lnn_nonsoe,lnasset_coast,ln_theil_coast,lnn_coast,lnasset_inland,ln_theil_inland,lnn_inland,tariff01,hightariff,g,hightariff_post02,rel_year,pre_post,ln_gini,ln_theil,ln_cv,ln_mld,ln_rmd,lnn,lnasset,lnexports,lnfdi,lnit,tariff
2005,322,0.0116552621652436,0.0838650732895984,0.1546422143161141,0.0585587803112847,0.0115620241175112,1.2357624769210815,1.2517271041870117,365,369897.0845410628,0.9449820518493652,414,0.2598400115966797,8.130520820617676,0.018214378505945206,0.0462668314576149,0.03501449525356293,2,7,5.61133337020874,9354876,NA,NA,NA,11.794590950012207,-4.470821380615234,5.693732261657715,12.009929656982422,-4.466394901275635,5.82304573059082,1.4405121803283691,1.4357142448425293,4.574710845947266,11.446725845336914,-5.717920780181885,13.793251991271973,-4.398786544799805,4.521788597106934,11.952966690063477,-4.471795082092285,5.609471797943115,14.586665153503418,-4.34114933013916,3.6635615825653076,11.945493698120117,-4.47378396987915,5.7868971824646,12.802684783935547,-4.6732659339904785,5.493061542510986,12.855116844177246,-4.197685718536377,4.804020881652832,0.02142857074737549,FALSE,Inf,FALSE,-Inf,control,-2.4785460419361,-4.4519975129470035,-1.8666411250167443,-4.46002933439502,-2.8377242375636667,5.8998973535824915,12.820980096040532,16.0514082626586,6.025865973825314,1.7247883686928691,0.02
1997,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.45683479309082,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1045683479309082
1998,323,0.0115613188079472,0.0821784133352068,0.1551498427921468,0.0569780175510495,0.0113012165381958,1.1581072807312012,1.1766248941421509,1538,132584.051558753,0.9617782831192017,1668,0,0,0,0.020740080624818802,0.004750271327793598,10.413668632507324,139,8.400861740112305,9197943,NA,NA,NA,11.5154390335083,-4.380247116088867,7.073269844055176,10.45368480682373,-4.462924480438232,7.277247905731201,NA,NA,NA,NA,-7.564853668212891,11.869792938232422,-4.501652240753174,6.411818504333496,11.73859977722168,-4.433833599090576,6.834108829498291,13.25879192352295,-4.130702972412109,5.616771221160889,9.733467102050781,-4.550138473510742,7.141244888305664,11.70455265045166,-4.596837520599365,7.032624244689941,12.001808166503906,-4.195895671844482,6.003887176513672,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,-2.498862622902274,-4.4600903385125035,-1.8633639013518977,-4.482844900811159,-2.8650897425315045,7.338238150065589,11.794972074679436,16.034490430063457,7.419380582918692,2.1283342886960757,0.10413668632507324
1999,323,0.0106888722669093,0.0792531784420935,0.1487221883824014,0.0548658892636604,0.0104998522352698,1.1646394729614258,1.18229079246521,1501,133592.53445065176,0.9583864212036133,1611,0,0,0,0.017726736143231392,0.003352988511323929,10.38652515411377,141,8.400861740112305,9421685,NA,NA,NA,11.263962745666504,-4.507441520690918,6.990256309509277,10.613479614257812,-4.531449317932129,7.249215126037598,NA,NA,NA,NA,-7.625407695770264,11.997492790222168,-4.505297660827637,6.580639362335205,11.562540054321289,-4.573317050933838,6.659294128417969,13.28613567352295,-4.092648983001709,5.609471797943115,9.80168342590332,-4.671721458435059,7.113142013549805,11.809308052062988,-4.672778129577637,7.007600784301758,11.784843444824219,-4.285719394683838,5.981414318084717,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,-2.535107760504153,-4.53855205371876,-1.9056752208950596,-4.55639409474913,-2.9028634484567393,7.313886831633462,11.802549658662954,16.058524505290976,7.384610383176974,2.1283342886960757,0.1038652515411377
2000,323,0.0100039134124374,0.0759872004848817,0.1437141177864488,0.0521336380030538,0.0098521209383838,1.1622402667999268,1.1807913780212402,1438,146534.26943005182,0.9493808746337891,1549,0,0,0,0.024570880457758904,0.0017261654138565063,10.38652515411377,282,8.053018808364868,12769945,NA,NA,NA,11.03309440612793,-4.621574878692627,6.823286056518555,10.500435829162598,-4.651540756225586,7.201170921325684,1.1223019361495972,1.1053295135498047,3.8712010383605957,9.459737777709961,-7.624789714813232,12.056415557861328,-4.640985012054443,6.804614543914795,11.513092994689941,-4.547019004821777,6.284134387969971,13.458205223083496,-4.200648307800293,5.517452716827393,9.86185073852539,-4.714766979217529,7.080867767333984,11.871262550354004,-4.696682929992676,6.950814723968506,11.95206356048584,-4.441287994384766,5.976350784301758,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,-2.5771903675517587,-4.604778921298364,-1.9399292458624031,-4.620068523283172,-2.9539448955077656,7.271008538280992,11.895014601108247,16.362604921029988,7.3453648404168685,2.0860470283831214,0.1038652515411377
2001,323,0.0102565848032535,0.0768577676747006,0.1464418251660464,0.0530482733578031,0.0099665535714557,1.1619457006454468,1.1865161657333374,1563,141960.4127837515,0.9486580491065979,1674,0,0,0,0.0244588665664196,0.0036443716380745173,9.47978687286377,141,7.705175876617432,9004097,11.822023391723633,-4.921969890594482,2.890371799468994,10.422356605529785,-4.546669960021973,6.768493175506592,10.800090789794922,-4.596675872802734,7.2889275550842285,0.40915676951408386,0.43737828731536865,3.526360511779785,9.588020324707031,-7.626793384552002,11.911067008972168,-4.616995811462402,7.19743537902832,11.498586654663086,-4.387451648712158,5.424950122833252,13.63575267791748,-4.133286952972412,5.318120002746582,9.855326652526855,-4.682342529296875,7.214504241943359,11.728318214416504,-4.675388813018799,7.049254894256592,12.155464172363281,-4.418848991394043,6.0185933113098145,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,-2.565798738312235,-4.579835359831395,-1.9211270272319287,-4.6085204346635695,-2.936552961901342,7.354362330421477,11.863303514503116,16.013190253940515,7.422971251049421,2.0418922948084393,0.0947978687286377
2002,323,0.0097729646955187,0.0750576853467696,0.1426479346522755,0.0519212794192283,0.0095352599198111,1.1631667613983154,1.1914417743682861,1686,142423.0644628099,0.9459186792373657,1815,0.09888609498739243,9.822508811950684,0.016584018245339394,0.019779877737164497,0.0054801045916974545,6.550354480743408,141,6.0264506340026855,11457844,12.006111145019531,-4.405426025390625,2.944438934326172,9.790822982788086,-4.659456729888916,6.844815254211426,11.033552169799805,-4.643930435180664,7.361375331878662,-0.5771758556365967,-0.5534849762916565,3.6888794898986816,9.489117622375488,-7.664144992828369,12.018960952758789,-4.60816764831543,7.2254815101623535,10.505575180053711,-4.723531246185303,5.7430033683776855,13.721477508544922,-4.122692108154297,5.308267593383789,10.165155410766602,-4.730563163757324,7.302496433258057,11.72236156463623,-4.780383586883545,7.138072967529297,12.199020385742188,-4.360816478729248,6.056784152984619,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,-2.5894983231239173,-4.6281354100827254,-1.9473756798552333,-4.652758780751095,-2.9580265647630215,7.430114138561801,11.866557234386567,16.25418511891645,7.503840746698951,1.7961582195255599,0.06550354480743409
2003,323,0.0095711210129844,0.0752559600347861,0.1406665584227094,0.0519567918692983,0.0093858945566365,1.1915993690490723,1.2141430377960205,2014,143272.23755544605,0.9449341297149658,2029,0.09888609498739243,9.822508811950684,0.016584018245339394,0.016985900700092316,0.008088599890470505,6.181560039520264,141,5.7010674476623535,15197560,12.200775146484375,-5.1384477615356445,2.7725887298583984,10.148327827453613,-4.760540008544922,7.1891679763793945,10.940367698669434,-4.6749043464660645,7.541683197021484,0.4682524800300598,0.51347416639328,4.025351524353027,9.605363845825195,-4.509211540222168,12.279692649841309,-4.618636608123779,7.100027084350586,10.342992782592773,-4.697279453277588,6.687108516693115,13.802010536193848,-4.288167953491211,5.337538242340088,10.393306732177734,-4.700405120849609,7.498869895935059,11.706579208374023,-4.754021644592285,7.331060409545898,12.267306327819824,-4.4395270347595215,6.188263893127441,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,-2.5868601753694724,-4.649004942134538,-1.9613630231213364,-4.668547295783764,-2.9573428314011485,7.607878073278507,11.872501858518278,16.536645446614987,7.615298339825815,1.7406534288270934,0.06181560039520264
2004,323,0.0107458431082386,0.0809295240127666,0.1493216311690539,0.057255775488122,0.010494203879523,1.1803908348083496,1.1989377737045288,3625,130721.43645269399,0.9343312978744507,3879,0.09888609498739243,9.822508811950684,0.016584018245339394,0.013447347097098827,0.008123866282403469,5.980141639709473,141,5.456302165985107,92642904,10.526385307312012,-5.009516716003418,3.178053855895996,10.386958122253418,-4.544463634490967,8.043984413146973,10.725008010864258,-4.5552239418029785,8.116118431091309,0.3135482370853424,0.3885977566242218,4.043051242828369,10.138522148132324,-5.955448627471924,12.7485990524292,-4.505867958068848,6.937314033508301,10.603113174438477,-4.55457878112793,7.861341953277588,14.048633575439453,-4.031525611877441,5.517452716827393,10.386282920837402,-4.585836410522461,8.124446868896484,11.554182052612305,-4.612611293792725,7.964850902557373,12.347503662109375,-4.346712589263916,6.61606502532959,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,-2.5141765769601703,-4.533236286797108,-1.9016527010130073,-4.556932185707085,-2.86022675974743,8.195609567288775,11.780823898808652,18.344262918447907,8.263332667439967,1.696771301336265,0.05980141639709473
2005,323,0.0114240510098508,0.0831491455095223,0.1538690589229899,0.0583242869154564,0.0111864215374252,1.2010730504989624,1.2189239263534546,3279,175023.88057633693,0.9278467297554016,3609,0.09888609498739243,9.822508811950684,0.016584018245339394,0.01317355502396822,0.008311070501804352,5.980141639709473,141,5.345391750335693,80914936,10.73671817779541,-4.810687065124512,3.044522523880005,10.689403533935547,-4.502716064453125,7.9405837059021,10.819091796875,-4.530193328857422,7.99395751953125,0.2929646074771881,0.37786194682121277,4.276666164398193,10.356110572814941,-5.286540985107422,13.075085639953613,-4.402757167816162,6.821107387542725,10.889969825744629,-4.504303455352783,7.767263889312744,14.420135498046875,-4.137113094329834,5.393627643585205,10.77828598022461,-4.504578590393066,8.025843620300293,11.876822471618652,-4.549213886260986,7.858640670776367,12.573711395263672,-4.344727039337158,6.538139820098877,0.0947978687286377,FALSE,Inf,FALSE,-Inf,control,-2.487119349890023,-4.472034408246873,-1.8716533049841309,-4.493054598917203,-2.841736687202423,8.095293776844649,12.072677704031983,18.208908987979342,8.19118600464279,1.6762348346510298,0.05980141639709473
1997,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.055555582046509,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030555555820465086
1998,324,0.0179105387578602,0.1043051445095206,0.192767494106195,0.0736122964186479,0.0176622764092513,1.1892753839492798,1.2285244464874268,464,19304.686679174483,0.9738542437553406,533,0,0,0,0.013317830860614777,0.009836949408054352,3.055555582046509,18,6.059595584869385,2840293.75,NA,NA,NA,9.656610488891602,-4.014592170715332,6.06145715713501,9.208831787109375,-3.966773271560669,5.93489408493042,NA,NA,NA,NA,-8.049751281738281,10.061899185180664,-4.052637577056885,5.26269006729126,9.687986373901367,-4.003285884857178,5.602118968963623,10.467984199523926,-3.9782350063323975,5.24174690246582,8.823570251464844,-4.061280727386475,5.616771221160889,9.98284912109375,-4.428938388824463,4.969813346862793,9.818379402160645,-3.923245668411255,5.7683210372924805,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,-2.260434594035329,-4.022365981962723,-1.6462705100543649,-4.036324190117361,-2.6089431962965537,6.139884552226255,9.868103178531637,14.859418037887146,6.278521424165844,1.801643062684264,0.030555555820465086
1999,324,0.016245179082477,0.0978407524214223,0.1845041390234059,0.0684679248672362,0.0158620925968812,1.161516547203064,1.1996381282806396,460,18918.398854961833,0.9683717489242554,524,0,0,0,0.01373511552810669,0.01141241192817688,3.055555582046509,17,6.059595584869385,2812668.25,NA,NA,NA,9.591315269470215,-4.112966060638428,6.042633056640625,9.341086387634277,-4.123674392700195,5.883322238922119,NA,NA,NA,NA,-8.028159141540527,10.020599365234375,-4.193871974945068,5.493061542510986,9.595468521118164,-4.043160438537598,5.379897117614746,10.449217796325684,-4.01759672164917,5.1704840660095215,8.995259284973145,-4.190882205963135,5.648974418640137,9.925309181213379,-4.484541416168213,4.8828020095825195,9.816610336303711,-4.02422571182251,5.793013572692871,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,-2.324414097307542,-4.119959086069758,-1.6900833820219903,-4.1438231296832,-2.6813898934906164,6.131226489483141,9.847890211908611,14.849644145927757,6.261491684321042,1.801643062684264,0.030555555820465086
2000,324,0.0125796755783763,0.0868259786891869,0.1621458417173656,0.0607226076174754,0.0122514361481657,1.1841574907302856,1.2100865840911865,483,19732.444237918215,0.9673341512680054,545,0,0,0,0.012631389312446117,0.012866085395216942,3.058823585510254,34,5.8008458614349365,3706700.75,NA,NA,NA,9.498946189880371,-4.339727401733398,6.091310024261475,9.165345191955566,-4.29594087600708,5.955837249755859,-0.08156070858240128,-0.11227858066558838,5.7268476486206055,9.89355182647705,-8.17179012298584,10.064488410949707,-4.4016876220703125,5.7104268074035645,9.464916229248047,-4.336369514465332,5.1984968185424805,10.579400062561035,-4.505290508270264,5.1179938316345215,9.059359550476074,-4.332111358642578,5.755742073059082,9.928580284118652,-4.609878063201904,4.836281776428223,9.875958442687988,-4.322181701660156,5.877735614776611,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,-2.4438494084410167,-4.375672816724705,-1.8192590912239022,-4.402112112278117,-2.801439201865036,6.180016653652572,9.890019475678056,15.12565275322021,6.300785794663244,1.7580037450974577,0.03058823585510254
2001,324,0.0113697724558873,0.0824557583221732,0.1527922894466169,0.0566096803169313,0.0112645616590445,1.1896741390228271,1.1899940967559814,532,19348.979831932775,0.9690570831298828,595,0,0,0,0.011868204921483994,0.013370128348469734,2.444444417953491,18,5.542096138000488,3796139.25,NA,NA,NA,9.374859809875488,-4.482878684997559,6.159095287322998,9.137168884277344,-4.4541850090026855,6.100318908691406,1.3762515783309937,1.365930199623108,5.6698808670043945,9.820852279663086,-8.215812683105469,9.954837799072266,-4.499821662902832,6.098074436187744,9.133315086364746,-4.366588592529297,4.465908050537109,10.64660358428955,-4.595898628234863,5.062594890594482,9.142634391784668,-4.430586338043213,5.924255847930908,9.941994667053223,-4.51849889755249,4.976733684539795,9.843192100524902,-4.468131065368652,5.9584245681762695,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,-2.4954933922433398,-4.476796984094769,-1.8786758652597535,-4.486093617613156,-2.8715752780625445,6.2766434893416445,9.870394975204142,15.149495121390034,6.38856140554563,1.7123727934575022,0.02444444417953491
2002,324,0.0139416472628013,0.0914141697771887,0.1690530371602751,0.06284794600224,0.013867247209109,1.1853793859481812,1.1914629936218262,564,20021.73824451411,0.9731921553611755,638,0.20974555611610413,8.147106170654297,0.09949330985546112,0.007548234425485134,0.011358063668012619,2.3888888359069824,18,4.484467506408691,4024815.5,NA,NA,NA,9.431455612182617,-4.264606475830078,6.218600273132324,9.221512794494629,-4.2616143226623535,6.167516708374023,0.7890083193778992,0.7747474312782288,5.7268476486206055,9.830906867980957,-8.177644729614258,9.950982093811035,-4.2997660636901855,6.070737838745117,9.697022438049316,-4.200559139251709,4.875197410583496,10.78679370880127,-4.278672695159912,4.9416422843933105,9.215238571166992,-4.274384021759033,6.049733638763428,9.996397972106934,-4.311290740966797,4.969813346862793,9.870165824890137,-4.287052631378174,6.040254592895508,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,-2.3923547821530042,-4.272874712567834,-1.7775427839424536,-4.278225535217873,-2.7670370254307497,6.335054251498059,9.904573874500409,15.207989629274868,6.45833828334479,1.5006197607939986,0.023888888359069823
2003,324,0.0105149601044648,0.0801028506985818,0.1459336553411219,0.0560534006847848,0.0105414568257578,1.2103471755981445,1.2088117599487305,783,18291.627906976744,0.9740703105926514,774,0.20974555611610413,8.147106170654297,0.09949330985546112,0.006154247093945742,0.01228240504860878,2.3888888359069824,18,4.2737016677856445,6615602.5,NA,NA,NA,9.487256050109863,-4.5635600090026855,6.579251289367676,9.305825233459473,-4.516808986663818,6.504288196563721,0.34842294454574585,0.3922683000564575,6.003887176513672,9.734740257263184,-4.32439661026001,10.01600456237793,-4.687671184539795,6.06145715713501,9.5059051513671875,-4.418123245239258,5.869297027587891,10.881882667541504,-4.614602088928223,4.804020881652832,9.358955383300781,-4.54564905166626,6.493753910064697,10.0132417678833,-4.542251110076904,5.446737289428711,9.72922134399414,-4.585273742675781,6.311734676361084,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,-2.52444383629539,-4.554956263989232,-1.9246031760235676,-4.552439526657654,-2.8814504589621803,6.663132695990803,9.814198742726347,15.704941432260377,6.651571873589727,1.4524803528195391,0.023888888359069823
2004,324,0.0114803295775987,0.0827057023654778,0.1539221783216696,0.0572492580179476,0.0113043163714215,1.2307709455490112,1.2450591325759888,1379,13272.563408190224,0.9810508489608765,1514,0.20974555611610413,8.147106170654297,0.09949330985546112,0.002793078776448965,0.01755533739924431,2.3888888359069824,18,4.119470596313477,15264167,NA,NA,NA,9.228511810302734,-4.471274375915527,7.199678421020508,9.33370304107666,-4.435759544372559,7.069023609161377,-0.00610671890899539,0.015748828649520874,6.472346305847168,9.423453330993652,-5.37202787399292,10.1318998336792,-4.796414375305176,5.749392986297607,9.140599250793457,-4.388973236083984,6.970730304718018,10.831266403198242,-4.522121906280518,4.7004804611206055,9.099281311035156,-4.462499618530273,7.145984649658203,9.625597953796387,-4.487486839294434,5.828945636749268,9.44495677947998,-4.464921474456787,6.946013927459717,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,-2.4924667269054432,-4.467120179652746,-1.871308139867134,-4.482570646427728,-2.8603405970169695,7.229113877793302,9.49345428185762,16.541018613386036,7.322510433997394,1.4157246590646932,0.023888888359069823
2005,324,0.0131473593624962,0.0894445822830897,0.1630483288323247,0.0616889241782644,0.0132317142383821,1.237293004989624,1.2456728219985962,1348,13750.83148991542,0.9766226410865784,1537,0.20974555611610413,8.147106170654297,0.09949330985546112,0.0033376056235283613,0.018292147666215897,2.3888888359069824,18,4.051227569580078,11589951,NA,NA,NA,9.356959342956543,-4.331307411193848,7.1777825355529785,9.237144470214844,-4.319341659545898,7.071573257446289,0.4821094572544098,0.4847463369369507,6.825459957122803,9.535087585449219,-5.041173934936523,10.002912521362305,-4.423793792724609,5.605802059173584,9.34831428527832,-4.309782028198242,6.981005668640137,10.547831535339355,-4.1394124031066895,4.532599449157715,9.33957576751709,-4.347757816314697,7.134891033172607,9.454480171203613,-4.400506019592285,5.855072021484375,9.553261756896973,-4.311097621917725,6.906754970550537,0.02444444417953491,FALSE,Inf,FALSE,-Inf,control,-2.4141360378478036,-4.331534349458828,-1.8137086262177664,-4.325138737186868,-2.7856508750719273,7.206377291472252,9.528854573260208,16.265648987524425,7.337587743538596,1.399019938791851,0.023888888359069823
1997,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.385890007019043,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04653846263885498,FALSE,Inf,FALSE,-Inf,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06385890007019043
1998,331,0.0134505316712342,0.0906692948311277,0.1667218254298329,0.0642115494642,0.0132340585221092,1.2162243127822876,1.2476853132247925,865,90015.51572327044,0.9513335227966309,954,0,0,0,0.015893543139100075,0.009185482747852802,5.452820301055908,39,8.305399894714355,8607662,NA,NA,NA,10.148456573486328,-4.308445453643799,6.472346305847168,10.95893669128418,-4.2707109451293945,6.580639362335205,NA,NA,NA,NA,-1.9724009037017822,11.85010051727295,-4.357226848602295,6.021023273468018,10.73737621307373,-4.270333290100098,6.115891933441162,12.360139846801758,-4.054708480834961,5.598422050476074,9.486029624938965,-4.453044891357422,6.388561248779297,10.998876571655273,-4.56761360168457,5.963579177856445,11.633221626281738,-4.185429573059082,6.165417671203613,0.04653846263885498,FALSE,Inf,FALSE,-Inf,control,-2.4005365146663413,-4.308736644255766,-1.7914285714017824,-4.32496158129919,-2.7455721862697,6.762729506931879,11.407737331378987,15.968163294813525,6.860663671448287,2.1169058929854248,0.05452820301055908
1999,331,0.011799877521157,0.0843169249229822,0.1564412203342873,0.0598425121974517,0.0115661567615337,1.2259372472763062,1.2518985271453857,876,91977.44228804903,0.9537011384963989,979,0,0,0,0.01586906798183918,0.009505982510745525,5.451282024383545,39,8.305399894714355,8584514,NA,NA,NA,10.023011207580566,-4.357745170593262,6.41017484664917,11.10216236114502,-4.414124488830566,6.591673851013184,NA,NA,NA,NA,-1.968264102935791,11.763093948364258,-4.636138916015625,6.190315246582031,10.719977378845215,-4.243958473205566,5.961005210876465,12.501672744750977,-4.229066848754883,5.48479700088501,9.563353538513184,-4.533566951751709,6.453625202178955,11.01844596862793,-4.733168125152588,5.924255847930908,11.636959075927734,-4.282068729400635,6.218600273132324,0.04653846263885498,FALSE,Inf,FALSE,-Inf,control,-2.473172663983817,-4.439666127127352,-1.855074928471405,-4.459671965686422,-2.8160389642878445,6.775366090936392,11.42929863344537,15.965470440344367,6.88653164253051,2.1169058929854248,0.05451282024383545
